county,coordinates,percpopbroad,percpopwobroad,pctdsgt15000kandlt25000k_hi,pctdsgt25000kandlt50000k_hi,pctdsgt50000kandlt100000k_hi,pctdsgt100000kandlt1gig_hi,pctdsgt1gig_hi,dsgteq25,usgteq3,povpct,unemployment,,,,,,
Mercer County,  (-84.87436107445582 37.81116653772989),79.2,20.8,20.8,0,79.2,0,0,79.2,100,17.6,8.3,,,,,,
Cherokee County,  (-84.06424533489712 35.13376757456184),25.9,74.1,74.1,0.1,25.8,0,0,25.9,100,21,10.6,,,,,,
Queen Anne's County,  (-76.02373870208051 39.066319078211635),93.8,6.2,6.2,0,93.6,0.3,0,93.8,100,7.5,5.9,,,,,,
Natrona County,  (-106.7988763933266 42.96194049458969),95.2,4.8,4.8,76.7,6.9,11.6,0,95.2,99.4,10.4,4.2,,,,,,
Glenn County,  (-122.39219817547537 39.59788378269473),65.8,34.2,34.2,0,0,65.8,0,65.8,65.8,17.1,12.2,,,,,,
Guadalupe County,  (-97.94846450166553 29.583214067325905),100,0,0,94.5,0,5.5,0,100,100,10.4,5.6,,,,,,
Pickens County,  (-82.72522047396869 34.88795955614967),66.7,33.3,33.3,1,0,65.7,0,66.7,100,19.5,6.5,,,,,,
Woodford County,  (-89.21080819038507 40.788298461074874),81.6,18.4,16.4,0.4,4.6,78.6,0,83.6,100,6.3,7.6,,,,,,
Marshall County,  (-89.34481930909207 41.03327407353688),66.6,33.4,33.4,0,0,66.6,0,66.6,100,10.7,8.4,,,,,,
Miller County,  (-93.89142003481166 33.31200170786931),84.6,15.4,15.4,2.2,82.4,0,0,84.6,100,20.8,7.4,,,,,,
Lamar County,  (-89.50870960634246 31.205733332499417),66.4,33.6,33.6,0,0,66.4,0,66.4,100,14.2,6.2,,,,,,
Defiance County,  (-84.49071987139239 41.32398540084682),75.3,24.7,24.4,3.1,62.3,10.1,0,75.6,75.3,11.7,7.2,,,,,,
Crawford County,  (-82.91997483876175 40.85061677816818),85.6,14.4,12.8,2.2,85,0,0,87.2,85.6,15.4,8.8,,,,,,
Appomattox County,  (-78.81172876552868 37.372423449772334),54.5,45.5,45.5,0,0,54.5,0,54.5,100,15.1,6.2,,,,,,
Avoyelles Parish,  (-92.00167300399224 31.076347858746196),2.2,97.8,95.3,2.5,0,0,2.2,4.7,100,25.5,7.2,,,,,,
Marion County,  (-87.88740605760444 34.13691856054311),11.6,88.4,75.1,13.2,1.9,9.7,0,24.9,100,20.2,7.9,,,,,,
Ripley County,  (-85.26249070162787 39.10311351338074),43.6,56.4,55.1,2,0,42.9,0,44.9,100,10.7,8.6,,,,,,
Fulton County,  (-84.46714878463884 33.79038573506578),96,4,4,0.1,0,95.9,0,96,100,17.4,8.6,,,,,,
Jackson County,  (-99.41545292329506 34.58800040871793),80.4,19.6,19.6,0,79.7,0.7,0,80.4,93.5,17.2,5.2,,,,,,
White County,  (-91.74548803789453 35.25612459282438),72.9,27.1,24.8,10.6,51.9,12.2,0.5,75.2,100,19.4,8.7,,,,,,
Clinton County,  (-83.80825528629121 39.41489655161877),75.2,24.8,24.8,0,75.2,0,0,75.2,90.9,13.7,10,,,,,,
Ontario County,  (-77.29986178349766 42.8530412183175),94.5,5.5,5.5,0,91,3.4,0.1,94.5,94.5,11.5,6.6,,,,,,
Allen County,  (-95.30115477578876 37.885554586804055),73.2,26.8,26.8,0,0,73.2,0,73.2,100,18.2,5.5,,,,,,
Lincoln County,  (-114.1383193351332 43.00232710789133),30.7,69.3,69.3,0,30.7,0,0,30.7,100,14.1,7.9,,,,,,
Duchesne County,  (-110.42554493235976 40.29770877077972),28.7,71.3,71.3,0,0.1,28.5,0,28.7,100,11.6,3.5,,,,,,
Lewis County,  (-75.44886741735968 43.784650354660926),74.3,25.7,25.7,0,74.3,0,0,74.3,74.3,14.3,9.6,,,,,,
Lewis County,  (-80.50213826104215 38.99603962727471),71.5,28.5,28.5,0,2.5,68.9,0,71.5,100,20,5.5,,,,,,
Jasper County,  (-87.11611117550753 41.022968531294154),53.1,46.9,34.8,14.6,3.1,47.6,0,65.2,100,10.3,8.2,,,,,,
Gibson County,  (-88.93264080958237 35.996662647935885),74.7,25.3,25.3,13.3,29.1,25.1,7.1,74.7,100,19.5,12.8,,,,,,
Eau Claire County,  (-91.28609183386752 44.726614001638595),90.8,9.2,7.4,1.2,1.7,89.7,0,92.6,100,14.4,5.7,,,,,,
Blue Earth County,  (-94.06697736723893 44.0345023431742),93.6,6.4,6.4,15.6,0,78.1,0,93.6,93.6,17.9,4.2,,,,,,
Benton County,  (-88.06869913264595 36.069610238857),37.6,62.4,62.4,1.5,0,36,0.1,37.6,100,21.4,10.6,,,,,,
Cumberland County,  (-77.26523042002857 40.163509138193845),91.4,8.6,3.3,5.5,0.1,91,0,96.7,91.4,9.1,6.1,,,,,,
Harrisonburg city,  (-78.87397666815635 38.43833151138474),88.9,11.1,11.1,0,0,88.9,0,88.9,100,28.3,6.2,,,,,,
Kent County,  (-75.56844621388218 39.086391259769904),95.7,4.3,4.3,0,0.7,95,0,95.7,100,14.1,6.9,,,,,,
Van Buren County,  (-86.018394817727 42.25166437737296),60.8,39.2,39.2,0.3,55.3,5.2,0,60.8,67,16.5,9.2,,,,,,
Navajo County,  (-110.32131206835797 35.39960537494395),47.6,52.4,52.4,0,47.2,0.4,0,47.6,52.9,28.5,15.2,,,,,,
Fairfield County,  (-73.3891903717575 41.26973284751233),99.7,0.3,0.3,0,0.1,99.6,0.1,99.7,100,9,7.1,,,,,,
Randolph County,  (-92.49714212305356 39.44009231707631),65.5,34.5,34.5,0,0,65.5,0,65.5,73.8,18.3,6.5,,,,,,
Perry County,  (-82.2361828880169 39.73723959245206),57.3,42.7,41.1,1.6,57.3,0,0,58.9,57.3,17.8,9.3,,,,,,
Madison County,  (-83.20833142653643 34.127986279291065),84.7,15.3,15.2,31.4,0,53.3,0,84.8,100,19.7,5.8,,,,,,
Toombs County,  (-82.33096120597291 32.12156708339197),4.7,95.3,95.3,4.6,0,0.1,0,4.7,100,24.5,10,,,,,,
Thomas County,  (-83.91853340993123 30.86359280508319),91.1,8.9,8.9,16.9,0,74.2,0,91.1,100,24.5,7.2,,,,,,
Genesee County,  (-83.70652806375932 43.02216976391551),98.1,1.9,1.8,0.2,0,98,0,98.2,98.6,21.5,9.7,,,,,,
Sequatchie County,  (-85.4102440961775 35.371037248492584),11.8,88.2,88.2,0,0,0.3,11.5,11.8,100,18.7,8.8,,,,,,
Cass County,  (-96.14069251899883 40.9097608731725),89,11,11,40.1,7.6,41.3,0,89,99.9,6.9,4.6,,,,,,
Whitfield County,  (-84.96674981787652 34.806501190633206),100,0,0,0,2.1,97.9,0,100,100,20.7,10.3,,,,,,
Monroe County,  (-92.00087571916099 39.495884526461666),53.2,46.8,46.8,12.9,0,40.3,0,53.2,58.6,15.8,7.3,,,,,,
Lawrence County,  (-82.73464320934791 38.067668325886586),97.7,2.3,2.3,0,92.4,5.4,0,97.7,100,25.9,10.9,,,,,,
Clark County,  (-112.35201357982585 44.28409003486103),14.7,85.3,85.3,0,0,14.7,0,14.7,100,17.3,5.2,,,,,,
Marion County,  (-85.26954479163969 37.552621618144016),90.7,9.3,9.3,38.3,52.4,0,0,90.7,100,21.8,7.5,,,,,,
Yuma County,  (-102.42460977950505 40.00284507610928),13.6,86.4,86,11.8,0,2.2,0,14,20.3,14,3.7,,,,,,
Unicoi County,  (-82.43228458498366 36.11077416379401),81.1,18.9,14.2,4.7,0,81.1,0,85.8,100,20.1,8.9,,,,,,
Hale County,  (-87.6293057581539 32.76259480156696),58.7,41.3,41.3,0,0,58.7,0,58.7,100,28.1,9.9,,,,,,
Lanier County,  (-83.06330638104131 31.03799604956755),84.8,15.2,15.2,12.3,0,72.6,0,84.8,100,23.9,7.2,,,,,,
Kingsbury County,  (-97.49139449631132 44.36956168751975),61.5,38.5,38.4,0.1,0.5,61,0,61.6,61.5,10.1,3.1,,,,,,
Miami County,  (-94.83822278777814 38.563639540764605),17.8,82.2,49,35.9,3.1,3.5,8.5,51,18.4,9.5,5.7,,,,,,
Towns County,  (-83.73739141423175 34.91666684194351),96.9,3.1,3.1,18.7,78.2,0,0,96.9,100,18.1,7.5,,,,,,
Rawlins County,  (-101.07618002564686 39.78524493591562),1,99,99,0,0,0,1,1,55,11.8,3.1,,,,,,
Bath County,  (-79.74123354365427 38.0583605401535),40.3,59.7,59.7,22.5,0,17.7,0,40.3,100,11.5,5,,,,,,
Moore County,  (-86.35914772922284 35.28548297787715),43,57,57,0,0,43,0,43,100,12.5,7,,,,,,
Platte County,  (-94.77380124627791 39.38073682545425),92,8,8,0.1,0,45.1,46.8,92,92,6.9,5.9,,,,,,
Clay County,  (-81.07502286776469 38.46270857093129),9,91,91,0.5,0,6.7,1.8,9,100,25.1,11.5,,,,,,
Ben Hill County,  (-83.220276379739 31.759720752043627),96.2,3.8,3.8,16.9,0,79.4,0,96.2,100,28.5,11.1,,,,,,
Sweet Grass County,  (-109.93966399201146 45.813756004406514),59.3,40.7,40.7,22,37.3,0,0,59.3,100,12,2.7,,,,,,
Barrow County,  (-83.7128810785777 33.992684517265594),99.1,0.9,0.9,1,0,98.2,0,99.1,100,13,7.4,,,,,,
Fillmore County,  (-92.0899052454392 43.673957599450134),0.6,99.4,93.5,5.9,0,0.6,0,6.5,58.8,11.6,5,,,,,,
Rosebud County,  (-106.73075313205288 46.22979284961525),0,100,100,0,0,0,0,0,100,20.5,7.1,,,,,,
Will County,  (-87.97829554739609 41.444850867312454),98.1,1.9,1.9,0.1,0,67.1,30.9,98.1,100,8.1,9.4,,,,,,
Campbell County,  (-105.54847327495813 44.24806602102411),79.1,20.9,20.6,67.1,3.2,9.1,0,79.4,90.8,7.1,3.9,,,,,,
Emporia city,  (-77.53622482597422 36.69543863454625),96.9,3.1,3.1,0,0,96.9,0,96.9,100,26.1,10.2,,,,,,
Jefferson County,  (-121.1764309822388 44.62935890964643),62.3,37.7,37,3.8,48.6,10.6,0,63,62.3,21.2,10.7,,,,,,
Seward County,  (-100.8506009901934 37.19327656011691),99.8,0.2,0.2,40.4,59.5,0,0,99.8,99.8,15.7,4.1,,,,,,
Mayes County,  (-95.23132465726803 36.30176118951963),14.4,85.6,85.6,14.3,0,0.1,0,14.4,62.3,17.6,5.9,,,,,,
Craig County,  (-95.2086611541536 36.76178037664563),44.2,55.8,55.8,0,42.9,1.4,0,44.2,98.8,19.2,6.1,,,,,,
Creek County,  (-96.37089402149263 35.90233119474074),58.5,41.5,41.5,1.9,2.7,53.2,0.7,58.5,90.2,15.8,6.3,,,,,,
Cherokee County,  (-95.62389402473707 42.73538914160694),77.5,22.5,22.5,0,0,77.5,0,77.5,77.5,9.6,4.3,,,,,,
Osceola County,  (-85.32556471499889 43.989983727825425),29,71,71,0,0,29,0,29,30.1,20.4,11.4,,,,,,
Alameda County,  (-121.88861199703564 37.64642366707301),100,0,0,1.6,0,98.4,0,100,100,12.5,7.4,,,,,,
Wayne County,  (-81.91710568113129 31.551725622887282),84,16,16,11.5,0,72.5,0,84,100,25.5,10.6,,,,,,
Klamath County,  (-121.65000723687079 42.68605026003726),86.2,13.8,13.8,0,0,86.2,0,86.2,88.9,21.9,10.7,,,,,,
Butler County,  (-79.91342344569455 40.9117627710696),95.9,4.1,3.1,1,0,95.5,0.4,96.9,95.9,8.9,6.3,,,,,,
Tazewell County,  (-81.56046570927552 37.12490123721577),89.8,10.2,10.2,0,62.6,27.2,0,89.8,100,19.2,7,,,,,,
Ziebach County,  (-101.66597663899582 44.980582357873104),11.5,88.5,88.5,11.5,0,0,0,11.5,11.5,44.6,6,,,,,,
Glascock County,  (-82.61046209229181 33.22935427160873),0,100,100,0,0,0,0,0,100,19.4,11.3,,,,,,
Pike County,  (-83.06678950682951 39.077055149465004),59.4,40.6,40.6,3.1,56.3,0,0,59.4,59.4,21.9,12.5,,,,,,
Pike County,  (-84.38908483919734 33.09206898680119),14.3,85.7,85.7,1.8,0,12.5,0,14.3,100,13.7,8.4,,,,,,
Wise County,  (-82.6211877173385 36.97556152259688),86,14,13.4,1.4,82.8,2.4,0,86.6,100,21.9,8.8,,,,,,
Hughes County,  (-99.99599706419335 44.389065839412744),90.9,9.1,9.1,2.5,0,88.4,0,90.9,90.9,11,3,,,,,,
Graham County,  (-83.83311405717431 35.350242848645074),50.9,49.1,49.1,0,50.9,0,0,50.9,100,20.6,14.1,,,,,,
Bergen County,  (-74.07441147299357 40.96008351134204),99.9,0.1,0.1,0,0,99.6,0.3,99.9,99.9,7.6,7.1,,,,,,
Dunn County,  (-102.61828708647101 47.356636191709015),84.8,15.2,15.2,0.1,0,84.6,0,84.8,100,9.5,1.3,,,,,,
Claiborne Parish,  (-92.99565971317456 32.82277025091791),0.1,99.9,98.8,1.1,0,0.1,0,1.2,100,28.2,8,,,,,,
Snyder County,  (-77.06984318028009 40.76993358938647),55.2,44.8,44.7,0.4,0,0,54.8,55.3,55.2,13.1,7.4,,,,,,
Weber County,  (-111.9127797085792 41.27005572632706),93.7,6.3,6,0.6,0.2,92.2,0.9,94,100,12.3,5.2,,,,,,
Lee County,  (-91.47949967693893 40.64219925366737),92.3,7.7,7.7,10.3,0,65,17.1,92.3,92.3,17.7,7.5,,,,,,
Clark County,  (-90.61207484330733 44.73483376263626),40.9,59.1,54.9,9.2,3.3,32.6,0,45.1,100,16,6.9,,,,,,
Brown County,  (-94.72755800092415 44.24201355715615),76.6,23.4,2.8,20.8,0,76.4,0,97.2,97.2,8.9,4.9,,,,,,
Meade County,  (-100.36556171563291 37.23826363407051),99.2,0.8,0.8,99.2,0,0,0,99.2,99.2,11.7,3.4,,,,,,
Schenectady County,  (-74.05833636253632 42.81832249431782),99.4,0.6,0.6,0,49.2,50.1,0,99.4,99.4,13.2,6.9,,,,,,
Morehouse Parish,  (-91.80211170867359 32.820092413581065),79.9,20.1,20.1,0,0,54.6,25.3,79.9,100,29.4,11.4,,,,,,
Red River Parish,  (-93.33992874310866 32.093026650442496),0,100,100,0,0,0,0,0,100,25.3,7.7,,,,,,
Hennepin County,  (-93.47715120819554 45.004796784259554),98.8,1.2,1,0.2,0.1,97.6,1,99,99.9,13,4.7,,,,,,
Putnam County,  (-83.373155853061 33.3217533209719),60.4,39.6,16.1,26.2,0,57.7,0,83.9,100,18.9,9.7,,,,,,
Scott County,  (-84.50369331021005 36.42885327659318),11.9,88.1,88.1,0,0,11.8,0.1,11.9,100,24.5,16.9,,,,,,
Cumberland County,  (-85.38857248228922 36.78661046770466),47.8,52.2,52.2,47.8,0,0,0,47.8,100,27.8,11.1,,,,,,
Wyandotte County,  (-94.7648292927386 39.114381431845366),99.5,0.5,0.5,0,0.3,14.4,84.8,99.5,99.5,24.4,8.3,,,,,,
Decatur County,  (-85.5009022553586 39.307150546052995),61.6,38.4,38.4,2.9,0,58.7,0,61.6,100,13.1,7.1,,,,,,
York County,  (-76.7263415212744 39.92001282826441),94.6,5.4,4.9,0.6,0,89,5.5,95.1,94.6,10.2,7,,,,,,
Lincoln County,  (-118.41865559931853 47.57605403416585),100,0,0,95.9,4.1,0,0,100,100,12.5,7.6,,,,,,
Uinta County,  (-110.54740494706411 41.28749663154708),66,34,33.7,0.3,6.7,59.3,0,66.3,86.2,10,4.7,,,,,,
Liberty County,  (-111.02520384008008 48.5612246667881),0.7,99.3,99.3,0,0.7,0,0,0.7,100,19.1,4.7,,,,,,
Bienville Parish,  (-93.05594857981123 32.34717133514773),1.2,98.8,98.8,0,0,0,1.2,1.2,100,27.4,7.1,,,,,,
Ottawa County,  (-85.99645309710236 42.9599060682585),98,2,2,0,0.1,97.9,0,98,98,9.1,6.7,,,,,,
Jackson County,  (-85.67355847737869 36.35953776774264),90.3,9.7,3.8,9.2,4.1,80.9,2,96.2,100,23.4,9.7,,,,,,
Talbot County,  (-76.1034196236004 38.77026256938982),81.9,18.1,18.1,0,81.7,0.3,0,81.9,100,11.7,6.8,,,,,,
Putnam County,  (-73.74940843115364 41.42650367857705),99.4,0.6,0.6,0,0,99.4,0,99.4,99.4,6.3,5.8,,,,,,
Tehama County,  (-122.23385474687112 40.125599850472106),54.9,45.1,45.1,0,0,54.9,0,54.9,54.9,18.2,11.6,,,,,,
Moody County,  (-96.67091097440081 44.022245210035024),69.2,30.8,30.8,11.6,7.4,50.3,0,69.2,81.3,12.3,4.7,,,,,,
Edmonson County,  (-86.23847918915868 37.20904676832052),75.2,24.8,24.8,75.2,0,0,0,75.2,100,19.9,9.5,,,,,,
Edgecombe County,  (-77.59635385155897 35.913037809699226),74.9,25.1,16.7,12.1,1.6,54.2,15.5,83.3,100,25.9,13.4,,,,,,
Clallam County,  (-123.92771106948646 48.0491166638601),76.3,23.7,22.4,2.6,1.2,73.7,0,77.6,76.3,16.2,9.2,,,,,,
Stearns County,  (-94.61299658373959 45.55199480836008),86.4,13.6,13.6,2.6,0.2,73.3,10.4,86.4,91.8,13.4,5,,,,,,
Maury County,  (-87.07711470095384 35.61775690377077),93.9,6.1,6.1,0,0,93.8,0,93.9,100,15.5,8.6,,,,,,
Warren County,  (-74.99647913551166 40.857461947120306),52,48,1.2,46.9,0,51.9,0,98.8,52,8.3,7,,,,,,
Rich County,  (-111.24453717659715 41.63204522863134),45.1,54.9,54.9,0,6.8,38.4,0,45.1,100,10.3,3.5,,,,,,
Banner County,  (-103.71096236330469 41.54616353060508),0,100,100,0,0,0,0,0,100,12.4,3.8,,,,,,
Fairfield County,  (-82.63064275258093 39.75164711341285),90.6,9.4,9.4,0.1,90.5,0,0,90.6,91.2,9.6,6.4,,,,,,
Henry County,  (-84.06830637241836 41.33396420212796),71.6,28.4,28.4,0,65.4,6.2,0,71.6,71.6,10.2,7.8,,,,,,
Kent County,  (-85.54918115055958 43.03204610932572),96.5,3.5,3.5,0.1,0,96.4,0,96.5,96.5,15.3,6.5,,,,,,
Elbert County,  (-82.83992664439765 34.1163511407586),80.1,19.9,19.9,0,17.9,62.2,0,80.1,100,21.4,10.4,,,,,,
Floyd County,  (-82.7454556173931 37.55729538064171),25.3,74.7,62.6,12.1,0,17.1,8.2,37.4,100,31.1,12.5,,,,,,
Jackson County,  (-90.80515334218921 44.319270045978406),44.7,55.3,38.1,2.6,15.1,44.2,0,61.9,100,14,7.6,,,,,,
Dickinson County,  (-87.87011458885107 46.00907005266416),75.5,24.5,24.5,0,0,75.5,0,75.5,75.5,14.4,7.9,,,,,,
Wayne County,  (-97.119269635539 42.209344745405176),74.1,25.9,25.9,62.2,11.9,0,0,74.1,74.1,13.6,3.3,,,,,,
Rhea County,  (-84.92418398631266 35.609118542405916),63.3,36.7,36.7,0,0,55.3,7.9,63.3,100,22,11.3,,,,,,
Lycoming County,  (-77.06520269148595 41.34394419165036),88.7,11.3,11.3,2.2,2.1,84.4,0,88.7,88.7,16,7.8,,,,,,
St. Louis County,  (-90.44344186674992 38.64048456887757),99.6,0.4,0.4,0,0,99.6,0,99.6,100,9.6,6.5,,,,,,
Laramie County,  (-104.68921934010157 41.30709357556543),88.2,11.8,11.5,68.2,6.4,13.8,0,88.5,94,10.8,4.9,,,,,,
Mackinac County,  (-85.07704102527227 46.078586647423485),40.4,59.6,59.6,0.1,0,40.3,0,40.4,44.1,15.4,11.7,,,,,,
Morgan County,  (-90.20121836740068 39.715804168592115),65.5,34.5,34.5,0,0,65.5,0,65.5,100,15.1,9,,,,,,
Decatur County,  (-93.78630884951191 40.73762218866711),68.5,31.5,31.5,0.1,15.3,53.1,0,68.5,69.4,21.3,4.5,,,,,,
Clearfield County,  (-78.47404739537268 41.0001364840148),75.7,24.3,24.3,4.6,29,42.1,0,75.7,75.9,16.5,8.4,,,,,,
King County,  (-121.80636138546978 47.49034831124634),100,0,0,1.8,0.1,92.4,5.7,100,100,11.3,5.2,,,,,,
Okfuskee County,  (-96.32283919580873 35.465441227358596),10.8,89.2,89.2,10.2,0,0.6,0,10.8,10.8,25,7,,,,,,
Cullman County,  (-86.86718877045074 34.131839820698275),72.7,27.3,27.3,0.1,1.7,71,0,72.7,100,17.2,5.5,,,,,,
Grant County,  (-108.38232824384673 32.73885662278684),71.3,28.7,28.7,0,0.2,71.1,0,71.3,100,19.1,7.3,,,,,,
Douglas County,  (-123.16584350849556 43.27969870029107),91.8,8.2,8,15.8,0.5,75.7,0,92,91.8,19.9,10.8,,,,,,
Nobles County,  (-95.75326092585519 43.67428858394817),78.5,21.5,21.2,0.3,12.7,65.9,0,78.8,85.7,13,3.9,,,,,,
Redwood County,  (-95.25398840909303 44.40365018022849),37.1,62.9,56.3,6.6,0,37.1,0,43.7,44.9,12.4,5.4,,,,,,
Renville County,  (-94.94679510603368 44.7267267272052),53.8,46.2,46.2,0.1,0,53.7,0,53.8,53.8,11.3,5.8,,,,,,
Park County,  (-110.52499532607519 45.48913245482424),59.9,40.1,40.1,59.9,0,0,0,59.9,100,14.7,5.9,,,,,,
Union County,  (-77.06213018589695 40.96333759673083),79,21,21,34.5,0,1,43.5,79,79,13.4,7.5,,,,,,
Bowie County,  (-94.42378181593853 33.44693757293292),96.9,3.1,3.1,12,68.6,16.3,0,96.9,96.9,20.1,7.2,,,,,,
Teton County,  (-112.24070560913351 47.83722455452073),10.9,89.1,89.1,0,10.9,0,0,10.9,100,13.9,4.3,,,,,,
Ozaukee County,  (-87.95138776711593 43.383759125041855),98.4,1.6,1.6,1.5,95.7,1.2,0,98.4,100,5,5.5,,,,,,
Mason County,  (-89.91665526237131 40.239344069518964),8.9,91.1,81.5,14.1,4.3,0,0,18.5,100,14.8,11,,,,,,
Carson City,  (-119.74735021584564 39.15108405065362),99.3,0.7,0.7,0,0,99.3,0,99.3,100,19.3,10.2,,,,,,
Kosciusko County,  (-85.86064998309733 41.24435723394994),78.3,21.7,20.7,1.3,0.5,77.5,0,79.3,100,12,6.2,,,,,,
Macon County,  (-84.0428229913124 32.35871147729931),88.2,11.8,11.8,81.6,6.5,0.1,0,88.2,100,34.1,14.2,,,,,,
Blount County,  (-86.56700639721909 33.980870605726125),53.8,46.2,46.2,28.9,0,24.9,0,53.8,100,17.5,5.6,,,,,,
Duval County,  (-98.50873333027113 27.681428462457163),50.8,49.2,49.2,50.8,0,0,0,50.8,57.5,26,6.1,,,,,,
Sharkey County,  (-90.81343617993264 32.880000152170695),0,100,100,0,0,0,0,0,100,37.4,11.5,,,,,,
Marion County,  (-91.62231174897421 39.805936304882195),80.5,19.5,19.5,0,0,80.5,0,80.5,81.7,18,5.7,,,,,,
Rabun County,  (-83.40264155255767 34.881657542544026),94.9,5.1,2.1,97.9,0,0,0,97.9,100,20.6,10.6,,,,,,
Scott County,  (-94.06315729296549 34.86103867705857),6,94,62.3,31.7,0,4.5,1.5,37.7,100,23.7,6.4,,,,,,
Habersham County,  (-83.53054815265537 34.63090056679797),96.9,3.1,3.1,96.9,0,0,0,96.9,100,15.3,7.5,,,,,,
Dodge County,  (-92.86236786498766 44.02229546259045),100,0,0,44.1,0,11.3,44.6,100,100,7.6,5,,,,,,
Santa Fe County,  (-105.97599856633744 35.50670941609942),86.3,13.7,13.2,4.7,3,78.8,0.4,86.8,100,14.2,5.5,,,,,,
Texas County,  (-101.49011125322241 36.747890730640805),3.6,96.4,96.4,0,3.6,0,0,3.6,4.5,13.6,5.1,,,,,,
Walthall County,  (-90.10601375801525 31.148239150295016),0,100,100,0,0,0,0,0,100,26.4,10.8,,,,,,
Le Sueur County,  (-93.72984215802184 44.3714415846347),95.1,4.9,4.9,25.5,0.7,68.8,0,95.1,95.3,8.9,6.5,,,,,,
Jasper County,  (-94.34047486019568 37.20351967402058),89.8,10.2,10.2,0.1,49.7,37.2,2.8,89.8,92.6,19.6,5.7,,,,,,
Lake County,  (-88.0037314191927 42.32318039360376),97.1,2.9,2.9,0.1,0,97,0,97.1,100,9.5,8.7,,,,,,
Harrison County,  (-86.11124563006459 38.195221735016915),50,50,50,0,50,0,0,50,100,10,7,,,,,,
Marion County,  (-94.35743409950085 32.79813996209806),22.1,77.9,77.9,0.5,0,21.4,0.2,22.1,51.5,23.1,6.9,,,,,,
Meade County,  (-102.7166458457167 44.56667530953662),86,14,14,5.6,6.6,73.8,0,86,86.1,10.4,4.1,,,,,,
Caldwell County,  (-97.6197679710118 29.837145151530454),100,0,0,29.1,0,70.9,0,100,100,16,6.7,,,,,,
Morrison County,  (-94.26690418331528 46.01207437109866),56.5,43.5,42.8,3,0.2,53.9,0.1,57.2,85,11.8,6.9,,,,,,
Franklin County,  (-86.092335220158 35.15504791252014),76.6,23.4,23.4,0,0,76.6,0,76.6,100,16.5,7.5,,,,,,
Ramsey County,  (-98.72015658465051 48.269064101383464),89.6,10.4,10.4,0.1,0,86.3,3.2,89.6,100,12.3,3.9,,,,,,
Nicholas County,  (-80.79999512666268 38.29187990015331),54,46,46,0,0,53.1,0.9,54,100,19.6,9.1,,,,,,
Lewis County,  (-87.49365286205436 35.52726999310133),60.5,39.5,39.5,0,0,60.5,0,60.5,100,20.3,10.6,,,,,,
Roane County,  (-81.34822567585537 38.71393057965144),34.9,65.1,65.1,0,0,21.4,13.4,34.9,100,23.1,9.7,,,,,,
Socorro County,  (-106.93072625067796 34.00682918638683),0.4,99.6,99.6,0.1,0.3,0,0,0.4,100,31,5.3,,,,,,
Linn County,  (-91.59809485459658 42.07923082242987),95.3,4.7,4.6,1.6,4.6,85.8,3.4,95.4,96.7,9.3,4.8,,,,,,
Bath County,  (-83.7426527231151 38.14480166858005),95.6,4.4,4.4,42.2,53.4,0,0,95.6,100,22.7,10.1,,,,,,
Nelson County,  (-85.46601953277738 37.80489242224467),15.4,84.6,84.6,2.4,13,0,0,15.4,100,12.7,8.1,,,,,,
Sumner County,  (-86.46074088832624 36.46938866742521),93.2,6.8,6.8,1.7,0.1,91.3,0.1,93.2,100,11.3,6.5,,,,,,
Gillespie County,  (-98.94676914735993 30.318240946242287),66.4,33.6,33.6,9.5,0,56.8,0,66.4,66.4,12.5,3.9,,,,,,
Grainger County,  (-83.51084097431604 36.2754882034288),65,35,35,0.1,0,64.8,0,65,100,21.9,10.5,,,,,,
Chowan County,  (-76.60802424704822 36.14854014865106),81.1,18.9,15.3,3.6,0,80.5,0.6,84.7,100,23.2,9.5,,,,,,
Monroe County,  (-85.71679611218259 36.7121733342601),52.2,47.8,47.8,52.1,0,0.1,0,52.2,100,26.2,7.5,,,,,,
Reagan County,  (-101.52326593963933 31.366070410660743),4,96,96,0,0,0,4,4,100,11.2,2.9,,,,,,
Ohio County,  (-86.84842960753397 37.47818664653616),43.8,56.2,56.2,0.5,43.3,0,0,43.8,100,19.7,7.5,,,,,,
Johnson County,  (-93.80588794830734 38.743991516147325),59.1,40.9,40.3,0.6,0,59.1,0,59.7,59.1,14.6,6.1,,,,,,
Brunswick County,  (-78.23791614458473 34.07037851380398),85.4,14.6,14.6,0,43.2,31.7,10.5,85.4,100,15.7,8.8,,,,,,
Suffolk city,  (-76.63944938135278 36.69549936930715),97.4,2.6,2.6,1.8,0,95.7,0,97.4,100,13.6,6.1,,,,,,
Madison County,  (-90.03327095712528 32.6353389522602),83.8,16.2,16.2,0.3,0,83.5,0,83.8,100,13.1,6.3,,,,,,
Bingham County,  (-112.3976535032247 43.21643996146046),74.4,25.6,25.4,0.2,44.7,29.7,0,74.6,100,15,5.9,,,,,,
Audrain County,  (-91.8416374188217 39.21595535797448),69.4,30.6,30.6,11.4,0,58,0,69.4,72.1,17.2,5.8,,,,,,
Cooper County,  (-92.8098541587873 38.843330727286),18.4,81.6,47.9,33.8,0,0,18.4,52.1,19.1,14,6.3,,,,,,
Dent County,  (-91.5077224873831 37.60643507830321),53,47,47,0,0,53,0,53,53,21.6,6.4,,,,,,
